Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Device Model_OnePlus 9,Device Model_Samsung Galaxy S21,Device Model_Xiaomi Mi 11,Device Model_iPhone 12,Battery_per_App_Usage,Data_per_App_Usage,App_Screen_Ratio,Usage_Intensity,Age_Group,Digital_Footprint
0,36,1.6,442,17,249,34,0,1,0,1,0,0,11.9459,6.7297,22.3602,612,1,0.3076
0,110,3.4,975,31,507,57,1,2,1,0,0,0,8.7838,4.5676,32.2581,3410,3,0.7128
0,466,7.1,1984,73,1461,54,0,4,0,1,0,0,4.2484,3.1285,65.5415,34018,3,2.0272
0,126,2.2,1187,28,599,25,0,2,1,0,0,0,9.3465,4.7165,57.0136,3528,1,0.8472
0,120,3.8,940,36,535,44,0,2,0,0,1,0,7.7686,4.4215,31.4961,4320,2,0.729
1,64,1.2,592,19,218,25,0,1,0,0,0,1,9.1077,3.3538,52.8926,1216,1,0.3921
0,574,8.5,2780,87,1809,34,1,5,1,0,0,0,4.8348,3.1461,67.4501,49938,1,2.6132
0,119,2.2,1123,22,371,51,0,2,1,0,0,0,9.3583,3.0917,53.8462,2618,3,0.7228
0,350,6.5,2364,75,1485,20,0,4,1,0,0,0,6.735,4.2308,53.7634,26250,0,1.9698
0,69,1.1,535,17,250,25,0,1,0,0,0,0,7.6429,3.5714,62.1622,1173,1,0.3943
0,438,6.5,1849,64,1125,49,1,4,0,0,1,0,4.2118,2.5626,67.2811,28032,3,1.8008
0,506,11.2,2623,98,2460,48,0,5,0,1,0,0,5.1736,4.8521,45.1383,49588,3,2.7077
0,272,5.2,1390,45,792,57,1,3,0,1,0,0,5.0916,2.9011,52.2073,12240,3,1.2364
0,224,4.5,1646,57,665,59,0,3,0,1,0,0,7.3156,2.9556,49.6674,12768,3,1.1909
0,99,2.4,689,36,318,29,1,2,0,0,0,0,6.89,3.18,41.0788,3564,1,0.5231
1,44,1.2,466,10,131,57,1,1,0,0,0,1,10.3556,2.9111,36.3636,440,3,0.2817
0,175,3.0,801,32,338,24,0,2,0,0,0,0,4.5511,1.9205,58.1395,5600,0,0.6956
0,228,4.8,1639,47,796,42,1,3,0,0,0,0,7.1572,3.476,47.4012,10716,2,1.2477
0,589,11.8,2629,86,2479,43,1,5,0,0,1,0,4.4559,4.2017,49.873,50654,2,2.8561
0,339,7.9,1987,66,1191,47,0,4,1,0,0,0,5.8441,3.5029,42.8571,22374,3,1.7077
1,431,6.4,2206,66,1200,23,1,4,0,0,0,1,5.1065,2.7778,67.2387,28446,0,1.9384
0,190,4.7,1276,57,915,22,1,3,0,0,1,0,6.6806,4.7906,40.3397,10830,0,1.1105
0,389,6.1,2087,67,1383,30,0,4,1,0,0,0,5.3513,3.5462,63.6661,26063,1,1.9017
0,139,3.3,937,24,573,25,1,2,0,1,0,0,6.6929,4.0929,41.994,3336,1,0.775
0,289,5.9,1528,48,915,30,0,3,0,1,0,0,5.269,3.1552,48.9002,13872,1,1.3602
0,593,11.1,2672,82,2258,34,1,5,0,1,0,0,4.4983,3.8013,53.3753,48626,1,2.7887
0,576,9.5,2638,98,2281,38,1,5,0,0,0,0,4.5719,3.9532,60.5678,56448,2,2.7581
0,592,9.4,2867,95,1701,27,1,5,1,0,0,0,4.8347,2.8685,62.9118,56240,1,2.6291
1,567,10.5,2817,89,2194,52,0,5,0,0,0,1,4.9595,3.8627,53.9486,50463,3,2.768
1,170,2.5,740,21,537,25,1,2,0,0,0,1,4.3275,3.1404,67.7291,3570,1,0.7466
0,242,5.4,1307,48,642,28,0,3,0,0,0,0,5.3786,2.642,44.732,11616,1,1.0985
0,275,5.5,1616,48,656,55,0,3,0,1,0,0,5.8551,2.3768,49.9093,13200,3,1.2625
0,544,9.7,2633,97,1727,28,1,5,0,0,0,0,4.8312,3.1688,56.0247,52768,1,2.481
0,50,2.0,362,17,182,34,1,1,1,0,0,0,7.098,3.5686,24.8756,850,1,0.2774
0,236,4.6,1750,45,971,21,1,3,1,0,0,0,7.384,4.097,51.1931,10620,0,1.3682
1,139,2.6,658,33,358,58,1,2,0,0,0,1,4.7,2.5571,53.2567,4587,3,0.5957
0,383,6.6,2155,74,1360,45,0,4,0,0,0,0,5.612,3.5417,57.9425,28342,3,1.9051
0,172,4.0,1047,32,508,21,1,2,0,1,0,0,6.052,2.9364,42.8928,5504,0,0.8409
0,455,6.2,1984,72,1287,42,0,4,0,0,1,0,4.3509,2.8224,73.2689,32760,2,1.9392
0,157,2.5,1110,30,373,37,1,2,0,1,0,0,7.0253,2.3608,62.5498,4710,2,0.7828
1,173,3.8,605,23,583,32,0,2,0,0,0,1,3.477,3.3506,45.4068,3979,1,0.7249
0,405,7.3,2082,75,1162,37,1,4,0,1,0,0,5.1281,2.8621,55.4036,30375,2,1.8382
1,387,6.6,2168,61,1246,19,1,4,0,0,0,1,5.5876,3.2113,58.5477,23607,0,1.8705
0,201,4.9,1633,41,972,32,1,3,0,0,1,0,8.0842,4.8119,40.9369,8241,1,1.271
1,142,3.5,625,25,370,40,1,2,0,0,0,1,4.3706,2.5874,40.4558,3550,2,0.5945
0,198,4.2,1392,43,640,27,0,3,0,1,0,0,6.995,3.2161,47.0309,8514,1,1.0525
0,361,7.6,2037,65,1056,55,0,4,0,0,0,0,5.6271,2.9171,47.4376,23465,3,1.7072
0,553,11.6,2914,81,1860,47,0,5,1,0,0,0,5.2599,3.3574,47.6314,44793,3,2.6432
0,408,6.2,2245,69,1103,38,1,4,0,1,0,0,5.489,2.6968,65.7005,28152,2,1.8741
0,121,2.1,1188,21,578,18,0,2,0,0,1,0,9.7377,4.7377,57.346,2541,0,0.8307
0,71,1.4,508,15,265,33,1,1,0,0,0,0,7.0556,3.6806,50.3546,1065,1,0.3946
1,46,1.6,440,10,265,31,0,1,0,0,0,1,9.3617,5.6383,28.5714,460,1,0.3301
0,290,4.4,1272,55,910,44,0,3,0,0,1,0,4.3711,3.1271,65.7596,15950,2,1.2744
0,60,1.3,462,15,296,40,0,1,0,1,0,0,7.5738,4.8525,45.8015,900,2,0.3732
0,116,3.9,1132,26,498,35,1,2,0,0,0,0,9.6752,4.2564,29.6675,3016,2,0.7716
0,86,1.7,312,16,227,32,0,1,1,0,0,0,3.5862,2.6092,50.2924,1376,1,0.339
0,291,5.3,1537,43,700,49,1,3,0,0,0,0,5.2637,2.3973,54.8023,12513,3,1.2805
0,404,6.6,2181,77,1327,18,0,4,0,0,0,0,5.3852,3.2765,61.1195,31108,0,1.9357
0,441,7.1,1928,74,1421,57,0,4,1,0,0,0,4.362,3.2149,62.0253,32634,3,1.9507
0,444,6.1,2229,73,1194,25,1,4,0,0,0,0,5.009,2.6831,72.6678,32412,1,1.9654
0,211,5.9,1757,42,864,56,1,3,1,0,0,0,8.2877,4.0755,35.7022,8862,3,1.2859
0,537,9.1,2858,86,2158,22,0,5,0,1,0,0,5.3123,4.0112,58.9462,46182,0,2.7171
0,519,10.9,2571,93,2163,47,1,5,0,0,1,0,4.9442,4.1596,47.571,48267,3,2.5931
0,94,3.5,606,30,446,49,0,2,0,1,0,0,6.3789,4.6947,26.7806,2820,3,0.5383
0,554,10.3,2776,83,1606,34,1,5,0,0,0,0,5.0018,2.8937,53.7342,45982,1,2.4971
1,381,7.5,2216,66,1291,37,1,4,0,0,0,1,5.801,3.3796,50.7324,25146,2,1.8945
0,257,6.0,1715,49,916,40,1,3,1,0,0,0,6.6473,3.5504,42.7621,12593,2,1.3696
0,47,1.1,532,18,122,36,0,1,0,1,0,0,11.0833,2.5417,42.3423,846,2,0.3052
1,527,10.0,2430,82,1737,27,1,5,0,0,0,1,4.6023,3.2898,52.6474,43214,1,2.3888
0,148,2.7,625,34,416,27,0,2,0,1,0,0,4.1946,2.7919,54.6125,5032,1,0.6229
1,191,5.7,1414,53,991,19,1,3,0,0,0,1,7.3646,5.1615,33.4501,10123,0,1.1887
0,71,1.9,571,10,117,43,1,1,0,0,0,0,7.9306,1.625,37.1728,710,2,0.3564
0,73,1.3,538,19,175,30,1,1,1,0,0,0,7.2703,2.3649,55.7252,1387,1,0.3719
0,149,3.1,1191,28,563,29,0,2,1,0,0,0,7.94,3.7533,47.91,4172,1,0.8726
0,197,4.4,1665,44,608,43,1,3,0,0,1,0,8.4091,3.0707,44.6712,8668,2,1.1292
0,328,6.1,1975,72,1101,24,0,4,0,1,0,0,6.003,3.3465,53.6825,23616,0,1.6493
0,424,7.5,1995,75,1228,36,0,4,1,0,0,0,4.6941,2.8894,56.4581,31800,2,1.8674
0,111,3.6,627,26,464,39,1,2,0,1,0,0,5.5982,4.1429,30.7479,2886,2,0.5809
0,159,3.7,630,33,575,30,0,2,0,1,0,0,3.9375,3.5938,42.8571,5247,1,0.7067
0,580,11.5,2767,84,2341,36,1,5,0,0,0,0,4.7625,4.0293,50.391,48720,2,2.8319
0,379,7.7,1809,64,1050,22,1,4,0,1,0,0,4.7605,2.7632,49.1569,24256,0,1.6587
0,217,4.2,1500,42,677,26,1,3,0,1,0,0,6.8807,3.1055,51.5439,9114,1,1.1352
0,447,6.3,1959,63,1441,48,0,4,0,0,1,0,4.3728,3.2165,70.8399,28161,3,1.9791
0,512,10.5,2538,82,1694,41,0,5,1,0,0,0,4.9474,3.3021,48.7155,41984,2,2.3826
0,511,10.8,2529,91,2387,21,0,5,0,0,1,0,4.9395,4.6621,47.271,46501,0,2.6554
0,140,2.5,825,31,347,59,0,2,1,0,0,0,5.8511,2.461,55.7769,4340,3,0.6487
0,114,3.0,1131,31,596,28,0,2,0,1,0,0,9.8348,5.1826,37.8738,3534,1,0.8072
0,192,4.3,1382,42,905,47,1,3,0,1,0,0,7.1606,4.6891,44.5476,8064,3,1.1452
1,325,6.0,2244,70,1296,30,1,4,0,0,0,1,6.8834,3.9755,54.0765,22750,1,1.8123
0,83,1.2,545,15,284,44,0,1,1,0,0,0,6.4881,3.381,68.595,1245,2,0.4346
0,122,3.0,922,32,373,43,0,2,1,0,0,0,7.4959,3.0325,40.5316,3904,2,0.6614
0,138,2.1,660,22,424,41,1,2,1,0,0,0,4.7482,3.0504,65.4028,3036,2,0.6211
0,182,5.3,1278,42,885,54,1,3,1,0,0,0,6.9836,4.8361,34.275,7644,3,1.0858
0,425,6.0,1928,72,1150,53,1,4,1,0,0,0,4.5258,2.6995,70.7155,30600,3,1.8154
0,580,10.4,2496,81,2441,37,1,5,1,0,0,0,4.296,4.2014,55.7157,46980,2,2.7814
0,203,4.0,1323,56,787,21,0,3,0,0,1,0,6.4853,3.8578,50.6234,11368,0,1.0967
0,258,4.9,1596,56,937,40,1,3,0,0,1,0,6.1622,3.6178,52.5458,14448,2,1.3399
1,551,8.5,2927,92,1901,51,0,5,0,0,0,1,5.3025,3.4438,64.7474,50692,3,2.6607
1,507,9.6,2606,95,1543,48,0,5,0,0,0,1,5.1299,3.0374,52.7575,48165,3,2.3365
0,57,1.3,489,16,131,37,0,1,0,0,1,0,8.431,2.2586,43.5115,912,2,0.3112
0,553,10.2,2911,82,2441,44,0,5,0,0,1,0,5.2545,4.4061,54.1626,45346,2,2.8749
0,49,1.1,395,16,153,46,1,1,0,0,0,0,7.9,3.06,44.1441,784,3,0.2752
0,106,4.0,1158,23,493,18,0,2,0,1,0,0,10.8224,4.6075,26.4339,2438,0,0.7616
0,119,3.7,608,36,461,52,0,2,0,0,0,0,5.0667,3.8417,32.0755,4284,3,0.5868
0,288,5.4,1476,49,767,36,1,3,1,0,0,0,5.1073,2.654,53.2348,14112,2,1.2819
0,225,5.6,1388,55,965,36,1,3,0,0,0,0,6.1416,4.2699,40.107,12375,2,1.2265
0,342,7.0,1826,71,1077,26,1,4,1,0,0,0,5.3236,3.1399,48.7874,24282,1,1.6133
0,292,4.2,1407,54,867,59,0,3,0,1,0,0,4.802,2.959,69.3587,15768,3,1.3056
1,218,5.0,1475,46,972,59,1,3,0,0,0,1,6.7352,4.4384,43.513,10028,3,1.2466
0,64,1.8,351,15,274,56,0,1,0,0,0,0,5.4,4.2154,35.3591,960,3,0.334
0,453,7.4,2363,65,1046,41,1,4,0,0,1,0,5.2048,2.304,61.1336,29445,2,1.9659
0,42,1.8,417,15,284,21,0,1,1,0,0,0,9.6977,6.6047,23.2044,630,0,0.3233
0,36,1.5,310,15,272,45,0,1,0,1,0,0,8.3784,7.3514,23.8411,540,3,0.2727
0,55,1.8,328,12,196,31,1,1,1,0,0,0,5.8571,3.5,30.3867,660,1,0.2801
1,210,5.0,1614,53,679,55,1,3,0,0,0,1,7.6493,3.218,41.9162,11130,3,1.1624
1,227,5.2,1446,46,920,59,0,3,0,0,0,1,6.3421,4.0351,43.5701,10442,3,1.2312
0,47,1.2,437,18,234,55,0,1,0,0,1,0,9.1042,4.875,38.843,846,3,0.3183
1,461,6.3,1988,62,1004,21,0,4,0,0,0,1,4.303,2.1732,73.0586,28582,0,1.8372
0,94,3.1,1078,38,489,25,0,2,0,0,0,0,11.3474,5.1474,30.2251,3572,1,0.7132
0,216,5.1,1483,54,977,45,1,3,0,1,0,0,6.8341,4.5023,42.2701,11664,3,1.248
1,496,10.2,2587,84,1921,56,1,5,0,0,0,1,5.2052,3.8652,48.5798,41664,3,2.4631
0,138,3.2,1142,31,366,29,1,2,1,0,0,0,8.2158,2.6331,42.9907,4278,1,0.7589
1,318,6.6,2055,67,1253,43,0,4,0,0,0,1,6.442,3.9279,48.1089,21306,2,1.7202
0,96,3.4,1198,39,401,48,1,2,0,1,0,0,12.3505,4.134,28.1525,3744,3,0.7214
0,510,10.7,2433,90,1729,47,0,5,1,0,0,0,4.7613,3.3836,47.619,45900,3,2.3582
0,83,1.1,546,10,289,32,1,1,0,0,1,0,6.5,3.4405,74.7748,830,1,0.437
0,417,6.2,2074,63,1135,35,1,4,0,0,0,0,4.9617,2.7153,67.1498,26271,2,1.8448
0,538,9.8,2778,91,2080,35,1,5,0,0,0,0,5.154,3.859,54.842,48958,2,2.6608
0,63,1.8,321,11,271,42,0,1,0,1,0,0,5.0156,4.2344,34.8066,693,2,0.3211
0,50,1.4,443,16,255,26,1,1,1,0,0,0,8.6863,5.0,35.461,800,1,0.3337
0,502,8.2,2597,90,1553,27,0,5,0,0,0,0,5.163,3.0875,61.1449,45180,1,2.3291
0,105,3.3,723,35,566,46,0,2,1,0,0,0,6.8208,5.3396,31.7221,3675,3,0.6438
0,186,4.8,1494,53,949,20,1,3,0,0,0,0,7.9893,5.0749,38.6694,9858,0,1.1903
0,174,2.9,1197,23,345,20,1,2,0,0,1,0,6.84,1.9714,59.7938,4002,0,0.8291
0,89,1.3,314,16,201,58,1,1,0,1,0,0,3.4889,2.2333,67.9389,1424,3,0.3342
1,66,1.5,565,17,283,42,1,1,0,0,0,1,8.4328,4.2239,43.7086,1122,2,0.4125
1,389,6.3,2294,76,1334,53,0,4,0,0,0,1,5.8821,3.4205,61.6482,29564,3,1.9512
0,186,5.4,1627,58,790,31,1,3,0,0,1,0,8.7005,4.2246,34.3808,10788,1,1.171
0,149,2.0,1041,39,356,49,0,2,0,0,0,0,6.94,2.3733,74.1294,5811,3,0.7395
1,69,1.7,519,10,167,51,1,1,0,0,0,1,7.4143,2.3857,40.3509,690,3,0.3557
0,206,5.2,1632,47,694,30,0,3,0,0,1,0,7.8841,3.3527,39.5393,9682,1,1.1677
0,49,1.2,365,19,144,29,0,1,0,1,0,0,7.3,2.88,40.4959,931,1,0.2616
0,594,10.5,2839,91,1647,56,0,5,0,0,0,0,4.7714,2.7681,56.5176,54054,3,2.6014
0,104,3.7,1028,29,493,39,0,2,0,0,0,0,9.7905,4.6952,28.0323,3016,2,0.7148
0,262,5.6,1489,59,628,54,1,3,0,0,0,0,5.6616,2.3878,46.7023,15458,3,1.1871
0,278,5.3,1368,56,894,40,1,3,0,0,1,0,4.9032,3.2043,52.354,15568,2,1.28
0,463,6.8,2358,68,1236,43,1,4,0,0,1,0,5.0819,2.6638,67.9883,31484,2,2.0571
0,505,9.6,2464,91,2375,35,0,5,0,0,1,0,4.8696,4.6937,52.5494,45955,2,2.6189
0,50,1.5,387,12,146,59,0,1,0,0,0,0,7.5882,2.8627,33.1126,600,3,0.2714
0,138,3.1,947,29,545,48,0,2,0,0,1,0,6.8129,3.9209,44.373,4002,3,0.7654
0,130,3.2,1189,37,448,45,0,2,0,0,1,0,9.0763,3.4198,40.4984,4810,3,0.7941
0,469,6.4,1858,78,1297,55,1,4,0,0,0,0,3.9532,2.7596,73.1669,36582,3,1.9245
0,555,10.3,2568,83,2003,52,0,5,0,0,1,0,4.6187,3.6025,53.8312,46065,3,2.5883
1,198,5.4,1544,53,635,53,0,3,0,0,0,1,7.7588,3.191,36.5989,10494,3,1.1013
0,529,11.4,2891,82,1845,46,0,5,0,1,0,0,5.4547,3.4811,46.3628,43378,3,2.5894
0,205,5.5,1699,49,729,36,0,3,0,1,0,0,8.2476,3.5388,37.2051,10045,2,1.2024
1,170,2.4,1039,38,334,23,0,2,0,0,0,1,6.076,1.9532,70.5394,6460,0,0.7652
0,160,3.2,648,31,339,27,1,2,0,1,0,0,4.0248,2.1056,49.8442,4960,1,0.6198
1,81,1.6,387,13,224,48,0,1,0,0,0,1,4.7195,2.7317,50.3106,1053,3,0.3545
0,468,7.3,1937,64,1209,22,0,4,0,0,0,0,4.1301,2.5778,64.0219,29952,0,1.914
0,500,11.2,2925,84,2438,27,0,5,0,0,1,0,5.8383,4.8663,44.603,42000,1,2.7898
0,37,1.6,490,18,216,52,0,1,0,0,0,0,12.8947,5.6842,22.9814,666,3,0.3121
0,522,11.4,2776,93,1768,27,1,5,0,0,1,0,5.3078,3.3805,45.7493,48546,1,2.5085
0,81,1.5,545,17,159,40,0,1,0,0,1,0,6.6463,1.939,53.6424,1377,2,0.3812
0,141,3.8,689,38,576,34,0,2,1,0,0,0,4.8521,4.0563,37.0079,5358,1,0.6967
0,115,3.5,706,26,495,52,1,2,0,1,0,0,6.0862,4.2672,32.7635,2990,3,0.6264
0,298,4.6,1525,59,814,36,1,3,0,0,0,0,5.1003,2.7224,64.6421,17582,2,1.3338
1,33,1.8,334,16,113,36,1,1,0,0,0,1,9.8235,3.3235,18.232,528,2,0.212
0,307,6.1,2105,76,1111,25,1,4,0,0,0,0,6.8344,3.6071,50.2455,23332,1,1.6616
0,380,7.6,2354,77,1191,30,0,4,0,0,1,0,6.1785,3.126,49.9343,29260,1,1.8989
0,190,5.5,1718,58,815,42,0,3,0,0,1,0,8.9948,4.267,34.4828,11020,2,1.2181
0,75,1.6,325,12,225,45,0,1,0,1,0,0,4.2763,2.9605,46.5839,900,3,0.3241
0,218,4.0,1221,47,822,25,0,3,0,0,0,0,5.5753,3.7534,54.3641,10246,1,1.1017
0,412,6.6,1859,67,1393,18,0,4,0,0,1,0,4.5012,3.3729,62.3298,27604,0,1.8679
0,335,7.7,2037,68,1007,18,0,4,0,0,0,0,6.0625,2.997,43.4501,22780,0,1.6441
0,387,6.3,2098,61,1178,54,0,4,1,0,0,0,5.4072,3.0361,61.3312,23607,3,1.8199
0,261,4.9,1589,56,824,52,1,3,0,0,0,0,6.0649,3.145,53.1568,14616,3,1.2974
0,541,9.5,2424,98,1550,32,0,5,0,1,0,0,4.4723,2.8598,56.8875,53018,1,2.3353
0,195,5.7,1447,48,679,30,0,3,0,0,0,0,7.3827,3.4643,34.1506,9360,1,1.0815
1,178,4.0,856,37,569,51,1,2,0,0,0,1,4.7821,3.1788,44.389,6586,3,0.8115
0,378,6.7,1898,78,1455,48,1,4,0,0,1,0,5.0079,3.8391,56.3338,29484,3,1.849
0,505,8.6,2792,82,1709,31,0,5,0,0,1,0,5.5178,3.3775,58.6527,41410,1,2.4617
0,564,9.7,2422,83,1985,34,1,5,0,1,0,0,4.2867,3.5133,58.0844,46812,1,2.5473
1,92,3.9,1082,26,381,22,0,2,0,0,0,1,11.6344,4.0968,23.5294,2392,0,0.6679
0,316,6.8,1965,68,1201,59,0,4,0,0,1,0,6.1987,3.7886,46.4023,21488,3,1.6659
0,99,3.1,942,22,457,50,1,2,0,0,0,0,9.42,4.57,31.8328,2178,3,0.6633
0,62,1.7,431,13,224,44,0,1,0,1,0,0,6.8413,3.5556,36.2573,806,2,0.3374
0,212,5.4,1306,49,828,23,1,3,1,0,0,0,6.1315,3.8873,39.1867,10388,0,1.1225
